,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,full_text,full_text_cleaned,scores_sum,sentences,scores
1595,1595,1.0,0.2398,"fsd, system, semi, amp, drive, tsla, softwar, safeti, compani, test","['ai', 'head', 'andrej', 'karpathi', 'discuss', 'scalabl', 'vehicl']",Tesla AI Autopilot Head Andrej Karpathy Discusses The Scalability Of Autonomous Vehicles https://t.co/EhDoPJWUze https://t.co/PKXn0R85mV,ai head andrej karpathi discuss scalabl vehicl,0.989,['Tesla AI Autopilot Head Andrej Karpathy Discusses The Scalability Of Autonomous Vehicles'],[0.989]
1596,1596,1.0,0.3271,"fsd, system, semi, amp, drive, tsla, softwar, safeti, compani, test","['emerg', 'innov', 'disrupt', 'technolog', 'born', 'consum', 'necess', 'desir', 'industri', 'abil', 'know', 'exploit', 'antiqu', 'regul', '6', '10', 'amzn', 'zoox', 'waymo', 'tsla', 'fullselfdriv', 'fsd']","Emerging #innovative, #disruptive autonomous technology was NOT born out of consumer necessity or desire 
BUT 
from an industry's ability to knowingly exploit antiquated @NHTSAgov regulations...

6/10
$AMZN #Zoox #Waymo #Tesla $TSLA #Autopilot #FullSelfDriving #FSD https://t.co/deqaTujPGi",emerg innov disrupt technolog born consum necess desir industri abil know exploit antiqu regul 6 10 amzn zoox waymo tsla fullselfdriv fsd,0.996,"[""Emerging innovative, disruptive autonomous technology was NOT born out of consumer necessity or desire BUT from an industry's ability to knowingly exploit antiquated regulations..."", '6/10 $AMZN Zoox Waymo Tesla $TSLA Autopilot FullSelfDriving FSD']","[0.994, 0.999]"
1597,1597,1.0,0.254,"fsd, system, semi, amp, drive, tsla, softwar, safeti, compani, test","['fsd', 'never', 'go', 'happen', 'current', 'path', 'develop', 'effort', 'need', 'stop', 'peopl', 'arrest', 'vehicl', 'industri', 'save', 'opposit', 'done']","@TeslaTested FSD is never going to happen on the current path---Tesla “autopilot” development effort needs to be stopped and people arrested
https://t.co/u0MlLYJec4
  --The Autonomous Vehicle Industry can be Saved by doing the Opposite of what is being done now
https://t.co/HfMqGOyKI7",fsd never go happen current path develop effort need stop peopl arrest vehicl industri save opposit done,-0.998,['FSD is never going to happen on the current path---Tesla “autopilot” development effort needs to be stopped and people arrested --The Autonomous Vehicle Industry can be Saved by doing the Opposite of what is being done now'],[-0.998]
1598,1598,0.0,0.25,"driver, fulli, system, peopl, assist, time, human, capabl, attent, wheel","['funni', 'joke', 'run', 'peopl', 'full', 'function', 'vehicl', 'legal', 'yet', 'also', 'low', 'chanc', 'would', 'hit', 'someth', 'better', 'driver', 'fact']","@NeilNevins @elonmusk Funny joke, but how can a tesla run over people when full autonomous function in vehicles are no legal yet, and also there a very low chance autopilot would hit something. It is better than most drivers in fact.",funni joke run peopl full function vehicl legal yet also low chanc would hit someth better driver fact,-0.002,"['Funny joke, but how can a tesla run over people when full autonomous function in vehicles are no legal yet, and also there a very low chance autopilot would hit something.', 'It is better than most drivers in fact.']","[-1.0, 0.996]"
1599,1599,0.0,0.2582,"driver, fulli, system, peopl, assist, time, human, capabl, attent, wheel","['system', 'road', 'today', 'requir', 'constant', 'driver', 'supervis', 'fact', 'one', 'popular', 'kind', 'driver', 'monitor', 'avoid', 'term', 'semi', 'might', 'encourag', 'relianc', 'apathi']","@keithalexander @giulio_mattioli @R_J_Parker All the systems on the road today require constant driver supervision, and the fact that one of the most popular (Tesla Autopilot) doesn't have this kind of driver monitoring is why we avoid the term ""semi-autonomous""... it might encourage over-reliance/apathy.",system road today requir constant driver supervis fact one popular kind driver monitor avoid term semi might encourag relianc apathi,-0.04,"['All the systems on the road today require constant driver supervision, and the fact that one of the most popular (Tesla Autopilot) doesn\'t have this kind of driver monitoring is why we avoid the term ""semi-autonomous""...', 'it might encourage over-reliance/apathy.']","[0.912, -0.992]"
1600,1600,4.0,0.2569,"car, vehicl, featur, make, road, requir, mile, current, accid, 1","['1', '2', 'billion', 'reason', 'everi', 'consum', 'person', 'use', 'public', 'road', 'pay', 'attent', 'amazon', 'acquir', 'drive', 'ventur', 'capit', 'fund', 'startup', 'zoox', '1', '2', 'billion', '1', '10', 'amzn', 'zoox', 'waymo', 'tsla', 'fullselfdriv', 'fsd']","$1.2 BILLION reasons every consumer or person who uses public roads should pay attention...

Amazon Acquires Autonomous Driving Venture Capital Funded Startup Zoox for over $1.2 billion. 

1/10
$AMZN #Zoox #Waymo #Tesla $TSLA #Autopilot #FullSelfDriving #FSD https://t.co/YwRwwFMvRX",1 2 billion reason everi consum person use public road pay attent amazon acquir drive ventur capit fund startup zoox 1 2 billion 1 10 amzn zoox waymo tsla fullselfdriv fsd,-0.288,"['$1.2 BILLION reasons every consumer or person who uses public roads should pay attention...', 'Amazon Acquires Autonomous Driving Venture Capital Funded Startup Zoox for over $1.2 billion.', '1/10 $AMZN Zoox Waymo Tesla $TSLA Autopilot FullSelfDriving FSD']","[-0.99, -0.872, 0.999]"
1601,1601,0.0,0.2598,"driver, fulli, system, peopl, assist, time, human, capabl, attent, wheel","['one', 'bit', 'import', 'context', 'diverg', 'signific', 'player', 'term', 'driver', 'assist', 'system', 'design', 'avoid', 'term', 'semi', 'say', 'level', 'capabl', 'requir', 'camera', 'base', 'driver', 'monitor', 'system', 'ntsb', 'agre']","@keithalexander @giulio_mattioli @R_J_Parker One bit of important context: Tesla diverges significantly from other players in terms of driver assistance system design (I avoid the term ""semi-autonomous""). Most say that Autopilot's level of capability requires a camera-based driver monitoring system (and NTSB agrees).",one bit import context diverg signific player term driver assist system design avoid term semi say level capabl requir camera base driver monitor system ntsb agre,0.026,"['One bit of important context: Tesla diverges significantly from other players in terms of driver assistance system design (I avoid the term ""semi-autonomous"").', ""Most say that Autopilot's level of capability requires a camera-based driver monitoring system (and NTSB agrees).""]","[0.995, -0.943]"
1602,1602,3.0,0.2308,"drive, full, level, 2, musk, elon, year, call, 5, claim","['new', 'featur', 'set', 'confus', 'burger', 'king', 'sign', 'stop', 'sign', 'selfdriv', 'uber', 'volvo', 'toyota', 'bmw', 'cruis', 'burgerk']","Tesla's New Autopilot Feature Set Confuses Burger King Signs With Stop Signs - https://t.co/nmXVKtzPMv  #selfdriving, #autonomous, #Tesla, Uber, #volvo, #autopilot, #toyota, #BMW, #cruise, #burgerking https://t.co/uKs0X8qLS7",new featur set confus burger king sign stop sign selfdriv uber volvo toyota bmw cruis burgerk,-0.999,"[""Tesla's New Autopilot Feature Set Confuses Burger King Signs With Stop Signs - selfdriving, autonomous, Tesla, Uber, volvo, autopilot, toyota, BMW, cruise, burgerking""]",[-0.999]
1603,1603,0.0,0.2703,"driver, fulli, system, peopl, assist, time, human, capabl, attent, wheel","['fsd', 'alway', 'market', 'gullibl', 'buyer', 'tech', 'legal', 'disclaim', 'say', 'zillion', 'thing', 'ask', 'facebook', 'avwrag', 'buyer', 'meant', 'fulli', 'drive', 'capabl']",@cyber_wolf35 @BarkMSmeagol @Kristennetten @Tesla @elonmusk Autopilot / FSD was always marketed to gullible buyers as an autonomous tech. Legal disclaimers can say a zillion things ( ask facebook) but to an avwrage buyer it meant a fully autonomous driving capability,fsd alway market gullibl buyer tech legal disclaim say zillion thing ask facebook avwrag buyer meant fulli drive capabl,-0.867,"['Autopilot / FSD was always marketed to gullible buyers as an autonomous tech.', 'Legal disclaimers can say a zillion things ( ask facebook) but to an avwrage buyer it meant a fully autonomous driving capability']","[-0.801, -0.932]"
1604,1604,0.0,0.2778,"driver, fulli, system, peopl, assist, time, human, capabl, attent, wheel","['yes', 'car', 'provid', 'drive', 'assist', 'misnom', 'idiot', 'get', 'amp', 'disabl', 'hack', 'sensor', 'hand', 'wheel', 'amp', 'nap', 'articl', 'meant', 'trigger', 'paid', 'us', 'oil', 'compani', 'back', 'trump']","@sinistralidoci1 Yes, if all cars were autonomous.  
Tesla, provides driving assistance, ""autopilot"" is a misnomer. Idiots get in them &amp; disable or hack the sensor that you have your hand on the wheel &amp; then nap. 
That article is meant to trigger you, paid for by us oil companies who back Trump.",yes car provid drive assist misnom idiot get amp disabl hack sensor hand wheel amp nap articl meant trigger paid us oil compani back trump,-0.606,"['Yes, if all cars were autonomous.', 'Tesla, provides driving assistance, ""autopilot"" is a misnomer.', 'Idiots get in them &amp; disable or hack the sensor that you have your hand on the wheel &amp; then nap.', 'That article is meant to trigger you, paid for by us oil companies who back Trump.']","[-0.982, 0.539, -1.0, -0.981]"
1605,1605,3.0,0.2696,"drive, full, level, 2, musk, elon, year, call, 5, claim","['disagre', 'problem', 'deceit', 'market', 'convinc', 'peopl', 'end', 'end', 'drive', 'yes', 'fine', 'print', 'say', 'otherwis', 'elon', 'grandstand', 'like', 'call', 'leo', 'rocket', 'starship']","@maximum_plaid @troyhunt Disagree, the problem is Tesla doing deceitful marketing that convinces people Autopilot is the end be all end all to autonomous driving (and yes, the fine print says otherwise). Elon is into grandstanding like calling an LEO rocket a starship.",disagre problem deceit market convinc peopl end end drive yes fine print say otherwis elon grandstand like call leo rocket starship,-0.992,"['Disagree, the problem is Tesla doing deceitful marketing that convinces people Autopilot is the end be all end all to autonomous driving (and yes, the fine print says otherwise).', 'Elon is into grandstanding like calling an LEO rocket a starship.']","[-0.993, -0.99]"
1606,1606,2.0,0.4118,"robot, ai, crash, startup, selfdriv, tech, selfdrivingcar, autonomousvehicl, technolog, driverless","['better', 'think', 'video', 'selfdrivingcar', 'ai', 'iot', '5g', 'autonomousvehicl', 'selfdriv', 'robot', 'tech', 'driverless', 'driverlesscar', 'startup', 'smartciti', 'startup', 'robot', 'transport', 'mobil', 'travel']","#Tesla Autopilot Is Better Than You Think (Video) | @cleantechnica 

https://t.co/9k9hKx8RPO
#SelfDrivingCars #AI #IoT #5G #AutonomousVehicles #selfdriving #autonomous #robotics #tech #driverless #driverlesscars #startups #SmartCity #startup #Robot #transport #Mobility #Travel",better think video selfdrivingcar ai iot 5g autonomousvehicl selfdriv robot tech driverless driverlesscar startup smartciti startup robot transport mobil travel,0.994,['Tesla Autopilot Is Better Than You Think (Video) | SelfDrivingCars AI IoT 5G AutonomousVehicles selfdriving autonomous robotics tech driverless driverlesscars startups SmartCity startup Robot transport Mobility Travel'],[0.994]
1607,1607,1.0,0.2599,"fsd, system, semi, amp, drive, tsla, softwar, safeti, compani, test","['label', 'system', 'semi', 'danger', 'fmcos', 'fixmycomputeronsit', 'com']",https://t.co/G7t6ouEL26 #Labeling Tesla’s Autopilot system as ‘semi-autonomous' can be dangerous #fmcos #fixmycomputeronsite.com,label system semi danger fmcos fixmycomputeronsit com,-0.996,"[""Labeling Tesla’s Autopilot system as ‘semi-autonomous' can be dangerous fmcos fixmycomputeronsite.com""]",[-0.996]
1608,1608,3.0,0.2319,"drive, full, level, 2, musk, elon, year, call, 5, claim","['sure', '30', 'year', 'mayb', 'best', 'busi', 'nowher', 'near', 'trust', 'even', 'basic', 'safe', 'without', 'constant', 'supervis', 'amp', 'infrequ', 'intervent', 'road', 'chaotic', 'amp', 'dynam', 'autom', 'effect']","@GlenneDrover @colinmckerrache Sure, in 30 years maybe. The autopilot in my Tesla is the best in the business and it’s nowhere near autonomous. It can’t be trusted to do even the basics safely without my constant supervision &amp; not infrequent intervention. Roads are too chaotic &amp; dynamic to automate effectively",sure 30 year mayb best busi nowher near trust even basic safe without constant supervis amp infrequ intervent road chaotic amp dynam autom effect,0.106,"['Sure, in 30 years maybe.', 'The autopilot in my Tesla is the best in the business and it’s nowhere near autonomous.', 'It can’t be trusted to do even the basics safely without my constant supervision &amp; not infrequent intervention.', 'Roads are too chaotic &amp; dynamic to automate effectively']","[0.962, -0.51, 0.965, -0.993]"
1609,1609,1.0,0.2401,"fsd, system, semi, amp, drive, tsla, softwar, safeti, compani, test","['proceed', 'court', 'munich', 'listicl', 'feed', 'tslaq']",Autonomous proceedings: Tesla's autopilot in court in Munich - listicle Feed $TSLAQ https://t.co/YeiYJX4TCV,proceed court munich listicl feed tslaq,0.533,"[""Autonomous proceedings: Tesla's autopilot in court in Munich - listicle Feed $TSLAQ""]",[0.533]
1610,1610,1.0,0.2423,"fsd, system, semi, amp, drive, tsla, softwar, safeti, compani, test","['patent', 'reveal', 'effici', 'method', 'enhanc', 'object', 'identif', 'patent', 'titl', 'enhanc', 'object', 'detect', 'vehicl', 'base', 'field', 'view', 'outlin', 'plan', 'focus', 'high', 'comput', 'patentnew']","""Tesla patent reveals Autopilot's efficient method to enhance object identification: The #patent, titled “Enhanced Object Detection for Autonomous Vehicles Based on Field View,” outlines Tesla's plan to focus high computational ... https://t.co/m1hynTTZxK #patentnews",patent reveal effici method enhanc object identif patent titl enhanc object detect vehicl base field view outlin plan focus high comput patentnew,0.839,"['""Tesla patent reveals Autopilot\'s efficient method to enhance object identification: The patent, titled “Enhanced Object Detection for Autonomous Vehicles Based on Field View,” outlines Tesla\'s plan to focus high computational ...']",[0.839]
1611,1611,3.0,0.2344,"drive, full, level, 2, musk, elon, year, call, 5, claim","['watch', 'vehicl', 'realli', 'danger', 'autospi', 'auto', 'news', 'selfdriv', 'uber', 'volvo', 'toyota', 'bmw', 'cruis', 'audi']","WATCH: Are Tesla Vehicles Really THAT Dangerous? - AutoSpies Auto News https://t.co/NyPu6CfRpM   #selfdriving, #autonomous, #Tesla, Uber, #volvo, #autopilot, #toyota, #BMW, #cruise, #audi https://t.co/OZrTnic2zU",watch vehicl realli danger autospi auto news selfdriv uber volvo toyota bmw cruis audi,-0.054,"['WATCH: Are Tesla Vehicles Really THAT Dangerous?', '- AutoSpies Auto News selfdriving, autonomous, Tesla, Uber, volvo, autopilot, toyota, BMW, cruise, audi']","[-0.998, 0.89]"
